-2.71273,-3.30308,0,0,0.273213,0.961954
-2.62048,-3.24936,0,0,0.254102,0.967177
-2.52125,-3.20399,0,0,0.17169,0.985151
-2.41551,-3.17991,0,0,0.0561392,0.998423
-2.3127,-3.17653,0,0,-0.0205181,0.999789
-2.19697,-3.18086,0,0,-0.0177012,0.999843
-2.08837,-3.17883,0,0,0.0279076,0.999611
-1.98477,-3.16742,0,0,0.0907544,0.995873
-1.87871,-3.14666,0,0,0.109213,0.994018
-1.77331,-3.12546,0,0,0.102946,0.994687
-1.66096,-3.10623,0,0,0.0747474,0.997202
-1.52951,-3.08972,0,0,0.0715953,0.997434
-1.42355,-3.0725,0,0,0.0722129,0.997389
-1.31766,-3.05589,0,0,0.0727519,0.99735
-1.2062,-3.04577,0,0,0.0734734,0.997297
-1.10505,-3.0303,0,0,0.0846858,0.996408
-1.00066,-3.01262,0,0,0.0831765,0.996535
-0.89745,-2.99772,0,0,0.060914,0.998143
-0.796989,-2.99281,0,0,0.0322496,0.99948
-0.689694,-2.9829,0,0,0.0447311,0.998999
-0.582402,-2.96869,0,0,0.0813529,0.996685
-0.471915,-2.95402,0,0,0.089987,0.995943
-0.361655,-2.93084,0,0,0.0918262,0.995775
-0.235719,-2.90795,0,0,0.0918274,0.995775
-0.128912,-2.88849,0,0,0.0900675,0.995936
-0.023136,-2.87214,0,0,0.0720463,0.997401
0.0773546,-2.85978,0,0,0.0383765,0.999263
0.182745,-2.85897,0,0,-0.0172031,0.999852
0.30573,-2.87022,0,0,-0.0522773,0.998633
0.412578,-2.87649,0,0,-0.0281607,0.999603
0.520797,-2.87644,0,0,0.0232084,0.999731
0.628256,-2.86619,0,0,0.0539275,0.998545
0.735095,-2.85501,0,0,0.045673,0.998956
0.855791,-2.84579,0,0,-0.00710954,0.999975
0.956499,-2.85288,0,0,-0.0468111,0.998904
1.06188,-2.8615,0,0,-0.0348086,0.999394
1.16785,-2.86297,0,0,0.0131007,0.999914
1.27379,-2.85682,0,0,0.0424743,0.999098
1.37318,-2.84494,0,0,0.0435796,0.99905
1.4766,-2.83819,0,0,0.0298835,0.999553
1.57734,-2.83932,0,0,-0.00943826,0.999955
1.67767,-2.84134,0,0,-0.0255604,0.999673
1.78179,-2.84639,0,0,-0.0125066,0.999922
1.90623,-2.84719,0,0,0.00512391,0.999987
2.01372,-2.84626,0,0,0.00479848,0.999988
2.11896,-2.84846,0,0,0.00282453,0.999996
2.22913,-2.84617,0,0,0.00981255,0.999952
2.33714,-2.84094,0,0,0.0322145,0.999481
2.43851,-2.83541,0,0,0.0406333,0.999174
2.54482,-2.82587,0,0,0.0423893,0.999101
2.65045,-2.81508,0,0,0.0612959,0.99812
2.75527,-2.79764,0,0,0.102584,0.994724
2.85887,-2.76911,0,0,0.127405,0.991851
2.95877,-2.73876,0,0,0.142128,0.989848
3.05958,-2.70315,0,0,0.172043,0.985089
3.1784,-2.65668,0,0,0.167209,0.985922
3.27915,-2.61908,0,0,0.168286,0.985738
3.37961,-2.58066,0,0,0.194043,0.980993
3.47766,-2.53135,0,0,0.244528,0.969642
3.56766,-2.46948,0,0,0.297317,0.954779
3.65026,-2.40906,0,0,0.328573,0.944479
3.73104,-2.33864,0,0,0.337002,0.941504
3.81332,-2.26863,0,0,0.335348,0.942094
3.89584,-2.20062,0,0,0.335481,0.942047
3.97504,-2.12912,0,0,0.334604,0.942359
4.05747,-2.05939,0,0,0.335299,0.942112
4.13876,-1.98952,0,0,0.337555,0.941306
4.22167,-1.92416,0,0,0.337475,0.941335
4.30168,-1.85826,0,0,0.33851,0.940963
4.38391,-1.78967,0,0,0.337948,0.941165
4.4664,-1.7188,0,0,0.333754,0.94266
4.54867,-1.64848,0,0,0.331451,0.943472
4.63276,-1.57929,0,0,0.332994,0.942929
4.71571,-1.50972,0,0,0.342218,0.939621
4.81142,-1.43115,0,0,0.342682,0.939451
4.89355,-1.35933,0,0,0.341861,0.939751
4.9757,-1.28895,0,0,0.34042,0.940274
5.05823,-1.21906,0,0,0.337986,0.941151
5.14308,-1.14851,0,0,0.330119,0.943939
5.23746,-1.07037,0,0,0.331529,0.943445
5.32178,-1.00299,0,0,0.331867,0.943326
5.40795,-0.934072,0,0,0.331727,0.943376
5.48981,-0.865175,0,0,0.333882,0.942615
5.57308,-0.79677,0,0,0.334425,0.942422
5.65041,-0.732053,0,0,0.334415,0.942426
5.72878,-0.663598,0,0,0.335266,0.942124
